playerShort,weight,yellowCards,player,skin_colour,club,birthday,defeats,yellowReds,ties,goals,position,games,leagueCountry,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
kevin-mirallas,75.0,36,Kevin Mirallas,0.125,Everton FC,05.10.1987,92,0,89,79,Right Winger,335,England,2,154,182.0,98.6117054751416,0.0391738988920049,0.0,0.0011242611488311732,0.07436985285588577,0.049577174661852894,0.0,0.0011290213231930808,0.0849221499433128
kevin-nolan,88.0,111,Kevin Nolan,0.25,West Ham United,24.06.1982,174,3,139,109,,516,England,4,203,182.0,335.51482811595184,0.06464944088142688,0.0008361828424232376,0.0019178488454446054,0.15236459422110926,0.07575802639916566,0.0009123448896140714,0.002092532284114955,0.17146253961215996
kevin-olimpa,81.0,1,Kevin Olimpa,0.5,Girondins Bordeaux,10.03.1988,13,0,10,0,,37,France,0,14,186.0,1.0,0.009843643995422265,0.0,0.0,0.009843643995422265,0.009885322445152089,0.0,0.0,0.009885322445152089
kevin-osei,71.0,0,Kevin Osei,0.75,Olympique Marseille,26.03.1991,1,0,0,0,,1,France,0,0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kevin-pannewitz,90.0,30,Kevin Pannewitz,0.25,VfL Wolfsburg,16.10.1991,42,1,23,13,Defensive Midfielder,132,Germany,1,67,185.0,94.40299179279369,0.07506421098010099,0.003869289225778402,0.001934644612889201,0.2636923138812085,0.07491675531684876,0.003861688418394265,0.0019308442091971324,0.2631743183607042
kevin-stoeger,70.0,19,Kevin Stöger,0.125,VfB Stuttgart,27.08.1993,31,1,35,12,Attacking Midfielder,110,Germany,0,44,175.0,52.09713905522289,0.06152232541458112,0.0024044868760194358,0.0,0.1411039619066549,0.06803163694263233,0.0023997635171450074,0.0,0.14745694376923135
kevin-theophile-catherine,77.0,14,Kévin Théophile-Catherine,0.75,Stade Rennes,28.10.1989,48,0,34,3,Right Fullback,134,France,0,52,180.0,14.0,0.03654233028012506,0.0,0.0,0.03654233028012506,0.03797018435865008,0.0,0.0,0.03797018435865008
kevin-trapp,83.0,5,Kevin Trapp,0.0,Eintracht Frankfurt,08.07.1990,58,0,40,0,Goalkeeper,174,Germany,2,76,189.0,67.6117054751416,0.010285860525194254,0.0,0.006011217190048589,0.19847214065040952,0.010265655045564754,0.0,0.005999408792862519,0.1980822632274061
kevin-vogt,80.0,24,Kevin Vogt,0.0,FC Augsburg,23.09.1991,50,1,39,7,Defensive Midfielder,156,Germany,2,67,194.0,119.70884453036449,0.049570040582078936,0.004105221495642939,0.003421017913035782,0.2925390102739534,0.05037913657355722,0.004097157224393915,0.0034142976869949294,0.29287081955172545
kevin-volland,74.0,25,Kevin Volland,0.25,1899 Hoffenheim,30.07.1992,67,0,40,58,Left Winger,180,Germany,1,73,179.0,56.3058527375708,0.0370659921337705,0.0,0.004007478126699059,0.16252351221724737,0.03699317993228561,0.0,0.003999605861908346,0.16220425205351313
kevin_2,75.0,14, Kevin,0.5,RCD Mallorca,08.09.1989,24,1,17,2,Left Fullback,61,Spain,0,20,176.0,47.09713905522289,0.08888915829304135,0.002867392203001334,0.0,0.18379163676163837,0.1413737725417121,0.0045604442755391,0.0,0.2923114308828249
kieran-gibbs,64.0,14,Kieran Gibbs,0.5,Arsenal FC,26.09.1989,35,0,35,5,Left Fullback,168,England,1,98,178.0,45.3058527375708,0.03518498002310657,0.0,0.0011265161507818071,0.07045152874597692,0.045743562562296496,0.0,0.0012291226285569793,0.08422229456831722
kieran-richardson,69.0,63,Kieran Richardson,0.625,Fulham FC,21.10.1984,114,1,64,37,Left Midfielder,299,England,0,121,175.0,96.0971390552229,0.04940115910839446,0.0004462973821403334,0.0,0.06417232562507501,0.06047310129688603,0.0004869474894556339,0.0,0.07658967006799083
kieron-dyer,65.0,7,Kieron Dyer,0.25,Queens Park Rangers,29.12.1978,116,0,75,38,Attacking Midfielder,332,England,2,141,171.0,69.6117054751416,0.005283723475079176,0.0,0.0006777155155104129,0.026500185601615038,0.0075833724077235265,0.0,0.0007394438821493191,0.03073229368998777
kiko-casilla,84.0,14, Kiko Casilla,0.25,Espanyol Barcelona,02.10.1986,61,0,42,0,Goalkeeper,153,Spain,3,50,191.0,107.9175582127124,0.03040190856504715,0.0,0.008440032407048569,0.2946243202004349,0.048352719148712815,0.0,0.013423450561036221,0.4685852856425749
kingsley-onuegbu,94.0,5,Kingsley Onuegbu,1.0,SV Sandhausen,05.03.1986,67,0,42,56,Center Forward,178,Germany,0,69,191.0,5.0,0.005273841214735963,0.0,0.0,0.005273841214735963,0.005263481314271384,0.0,0.0,0.005263481314271384
klaas-jan-huntelaar,78.0,43,Klaas-Jan Huntelaar,0.125,FC Schalke 04,12.08.1983,114,2,86,277,Center Forward,449,Germany,2,249,186.0,171.80598358558737,0.033131980692653155,0.0009457744886610664,0.0016585345603388967,0.11635624916489201,0.04664789742523637,0.0009439166152125657,0.002254959388310171,0.1484822634351029
knowledge-musona,68.0,4,Knowledge Musona,0.75,FC Augsburg,21.06.1990,22,0,10,5,Center Forward,40,Germany,0,8,174.0,4.0,0.022441877509514735,0.0,0.0,0.022441877509514735,0.022397792826686736,0.0,0.0,0.022397792826686736
koen-casteels,83.0,3,Koen Casteels,0.25,1899 Hoffenheim,25.06.1992,31,0,20,0,Goalkeeper,78,Germany,1,27,196.0,34.3058527375708,0.010056501714169337,0.0,0.006163956296730642,0.20302440982044107,0.010036746785543584,0.0,0.006725387967575925,0.22058075210150607
koke_2,74.0,28, Koke,0.25,Atlético Madrid,08.01.1992,38,0,34,15,Defensive Midfielder,192,Spain,0,120,178.0,28.0,0.04144146972453783,0.0,0.0,0.04144146972453783,0.06301230659309474,0.0,0.0,0.06301230659309474
kolja-pusch,76.0,17,Kolja Pusch,0.0,Bayer Leverkusen,12.02.1993,28,1,15,22,Center Midfielder,98,Germany,0,55,181.0,50.09713905522289,0.054054200798959146,0.005610469377378683,0.0,0.23974468594713122,0.053948017067373746,0.005599448206671684,0.0,0.2392737329961049
kolo-toure,76.0,44,Kolo Touré,1.0,Manchester City,19.03.1981,94,2,129,20,Center Back,518,England,1,295,183.0,141.50013084801657,0.02770441528288145,0.0012550535404054052,9.837087736426499e-05,0.07232268103186028,0.03141215017877274,0.002239813922987413,0.00010733079261714061,0.10890366503359039
konstantin-rausch,78.0,21,Konstantin Rausch,0.25,Hannover 96,15.03.1990,82,0,52,14,Left Midfielder,225,Germany,0,91,182.0,21.0,0.037100639889576396,0.0,0.0,0.037100639889576396,0.05525686839548069,0.0,0.0,0.05525686839548069
koray-guenter,79.0,7,Koray Günter,0.0,Borussia Dortmund,16.08.1994,29,1,18,5,Center Back,87,Germany,1,40,184.0,71.40299179279369,0.03348983304484355,0.0026716520844660397,0.005343304168932079,0.289190567036228,0.04918554286469468,0.002666403907938897,0.005332807815877794,0.3043839799447748
kossi-agassa,83.0,15,Kossi Agassa,1.0,Stade Reims,02.07.1978,72,0,65,0,,202,France,1,65,190.0,46.3058527375708,0.02515656289475067,0.0,0.0008807470943272553,0.0527291017288031,0.018984840633249105,0.0,0.0008844762187767658,0.04667412288815798
kun-agueero,74.0,56,Kun Agüero,0.25,Manchester City,02.06.1988,117,1,99,225,Center Forward,462,England,3,246,172.0,183.01469726793528,0.0400688276787965,0.0002802224198387667,0.00258034495796365,0.13012328734073458,0.06301016889074021,0.00044567978147313933,0.004331208494622988,0.21335306990064107
kyle-naughton,73.0,27,Kyle Naughton,0.75,Tottenham Hotspur,11.11.1988,68,0,52,8,Right Fullback,217,England,0,97,180.0,27.0,0.04283508287391588,0.0,0.0,0.04283508287391588,0.06704904334027285,0.0,0.0,0.06704904334027285
kyle-walker,73.0,32,Kyle Walker,0.25,Tottenham Hotspur,28.05.1990,54,0,59,5,Right Fullback,226,England,0,113,178.0,32.0,0.05655639896057475,0.0,0.0,0.05655639896057475,0.0733016039224028,0.0,0.0,0.0733016039224028
kyriakos-papadopoulos,85.0,34,Kyriakos Papadopoulos,0.0,FC Schalke 04,23.02.1992,41,2,24,13,Center Back,140,Germany,1,75,183.0,131.50013084801657,0.08551828486560206,0.002732371450022086,0.0014572647733451126,0.22157287909149567,0.1288297272169587,0.00272700399675569,0.0014544021316030347,0.2646170566549041
labaka,78.0,26, Labaka,0.0,Rayo Vallecano,10.08.1980,69,1,38,10,Center Back,175,Spain,2,68,185.0,121.70884453036449,0.05099247405580299,0.002465957294581147,0.0029063068114706376,0.22359301858889524,0.08110098652006928,0.003921982076963626,0.004622336019278559,0.3556135434165302
lafita,75.0,42, Lafita,0.125,Getafe CF,07.08.1984,112,0,69,34,Right Midfielder,264,Spain,1,83,188.0,73.3058527375708,0.038425804405850014,0.0,0.000684988137383652,0.059869942161765506,0.06111432525770954,0.0,0.0010894394658232294,0.09522015674126935
lamine-gassama,74.0,16,Lamine Gassama,1.0,FC Lorient,20.10.1989,28,1,20,0,Right Fullback,74,France,0,26,181.0,49.09713905522289,0.07770589070298789,0.0022613776746240335,0.0,0.15255102205639612,0.08800291652555946,0.0022709524536160203,0.0,0.16316494567068848
landry-nguemo,70.0,42,Landry N'Guémo,0.75,Girondins Bordeaux,28.11.1985,79,2,76,7,Attacking Midfielder,267,France,0,112,173.0,108.19427811044578,0.05208268278987295,0.0046127161485709145,0.0,0.20475039058139663,0.05361814848456405,0.006930335511100623,0.0,0.28299242659481055
larnell-cole,63.0,0,Larnell Cole,0.75,Manchester United,09.03.1993,2,0,2,0,,7,England,0,3,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lars-bender,77.0,32,Lars Bender,0.0,Bayer Leverkusen,27.04.1989,84,1,65,26,Defensive Midfielder,277,Germany,0,128,184.0,65.0971390552229,0.054304020348493756,0.0005464742900044172,0.0,0.07239075591487415,0.06647069208336845,0.000545400799351138,0.0,0.08452189818032278
lars-stindl,78.0,58,Lars Stindl,0.25,Hannover 96,26.08.1988,96,2,55,39,Attacking Midfielder,247,Germany,0,96,180.0,124.19427811044578,0.09625779526429667,0.005610469377378683,0.0,0.2819482804124688,0.12146223167476924,0.005599448206671684,0.0,0.3067879476035002
lars-unnerstall,100.0,4,Lars Unnerstall,0.0,FC Schalke 04,20.07.1990,42,0,27,0,Goalkeeper,129,Germany,0,60,198.0,4.0,0.013766636372658802,0.0,0.0,0.013766636372658802,0.016229710710742005,0.0,0.0,0.016229710710742005
larsen-toure,73.0,17,Larsen Touré,0.875,Stade Brest,20.07.1985,52,2,33,13,Left Winger,123,France,0,38,183.0,83.19427811044578,0.04957468970038226,0.00501059808010981,0.0,0.21541115110760953,0.09457731321125407,0.013611605598220746,0.0,0.5450825164604164
lasse-sobiech,88.0,10,Lasse Sobiech,0.0,SpVgg Greuther Fürth,18.01.1991,59,0,32,12,Center Back,153,Germany,0,62,196.0,10.0,0.023843104668992927,0.0,0.0,0.023843104668992927,0.027779521385916568,0.0,0.0,0.027779521385916568
laure,68.0,41, Laure,0.25,Deportivo La Coruña,22.03.1985,55,2,36,3,Right Fullback,151,Spain,0,60,166.0,107.19427811044578,0.09357404448289211,0.0028541172390985498,0.0,0.18803715962524561,0.1472623404459952,0.00453933110759679,0.0,0.2975012133318251
laurent-bonnart,62.0,15,Laurent Bonnart,0.25,Lille OSC,25.12.1979,83,1,89,2,Left Fullback,273,France,0,101,170.0,48.09713905522289,0.009414716189623754,0.0013608478924014872,0.0,0.05445488811744278,0.009454578538933852,0.0021388385176919155,0.0,0.08024401437564999
laurent-koscielny,75.0,36,Laurent Koscielny,0.0,Arsenal FC,10.09.1985,60,2,52,20,Center Back,247,England,3,135,185.0,196.11183632315817,0.058516849418475535,0.0017451371993948933,0.005145861944753775,0.27737149422762186,0.07015976642757496,0.0019040895421021582,0.002987201531629966,0.22669657402277935
laurent-pionnier,76.0,1,Laurent Pionnier,0.25,Montpellier HSC,24.05.1982,16,0,4,0,Goalkeeper,32,France,0,12,184.0,1.0,0.013945162326848207,0.0,0.0,0.013945162326848207,0.014004206797298793,0.0,0.0,0.014004206797298793
lee-cattermole,76.0,76,Lee Cattermole,0.125,Sunderland AFC,21.03.1988,101,3,70,9,Defensive Midfielder,256,England,4,85,178.0,300.51482811595184,0.10465690759606502,0.003099363666125331,0.004994970472934717,0.363608787890729,0.1384319785180437,0.003381663026773433,0.005449927400505733,0.4209699745837543
leighton-baines,74.0,52,Leighton Baines,0.25,Everton FC,11.12.1984,137,1,118,34,Left Fullback,460,England,0,205,170.0,85.0971390552229,0.037285804747951984,0.0016334484186336202,0.0,0.09134827419900284,0.04913914575586282,0.00178222781140762,0.0,0.10812578745810635
leo-franco,79.0,29,Leo Franco,0.0,Real Zaragoza,20.05.1977,151,0,111,0,Goalkeeper,446,Spain,4,184,188.0,154.2234109502832,0.020743833904402254,0.0,0.0037046840940735417,0.13672212859268942,0.031727954850302505,0.0,0.005892115264808991,0.2161856476432057
leon-andreasen,81.0,33,Leon Andreasen,0.125,Hannover 96,23.04.1983,57,3,31,22,Defensive Midfielder,172,Germany,2,84,188.0,194.90312264081027,0.05716738722862911,0.0035786263559861773,0.0052461531840424045,0.33984498037775884,0.06394299519263257,0.003768983704859684,0.0052358476737709245,0.3525982492006678
leon-balogun,81.0,33,Leon Balogun,0.375,Fortuna Düsseldorf,28.06.1988,63,0,39,10,Center Back,154,Germany,1,52,190.0,64.3058527375708,0.0682403829705081,0.0,0.0009147504419639158,0.09687742559825828,0.06810633199201756,0.0,0.0009129535119573398,0.09668712019360208
leon-barnett,71.0,37,Leon Barnett,1.0,Norwich City,30.11.1985,101,3,60,13,Center Back,256,England,2,95,186.0,198.90312264081027,0.04869015352275093,0.005326462234674848,0.0035509748231165655,0.33614710966348627,0.05278453848636743,0.00581161242850311,0.0038744082856687393,0.366423938403966
leon-osman,68.0,42,Leon Osman,0.0,Everton FC,17.05.1981,121,0,101,56,Right Midfielder,406,England,0,184,172.0,42.0,0.032785651598317186,0.0,0.0,0.032785651598317186,0.043596741440590794,0.0,0.0,0.043596741440590794
leonardo-bittencourt,60.0,30,Leonardo Bittencourt,0.125,Borussia Dortmund,19.12.1993,47,0,26,21,,118,Germany,1,45,171.0,61.3058527375708,0.09736716293396147,0.0,0.004611344693735904,0.24172924083823627,0.09762071938195152,0.0,0.004602286197264398,0.24169921332966537
levent-aycicek,67.0,4,Levent Aycicek,0.25,Werder Bremen,12.02.1994,13,0,6,11,Attacking Midfielder,45,Germany,0,26,169.0,4.0,0.0336628162642721,0.0,0.0,0.0336628162642721,0.033596689240030106,0.0,0.0,0.033596689240030106
lewis-holtby,72.0,25,Lewis Holtby,0.0,FC Schalke 04,18.09.1990,76,0,52,54,Attacking Midfielder,253,Germany,0,125,176.0,25.0,0.03892832529925851,0.0,0.0,0.03892832529925851,0.053700007316250256,0.0,0.0,0.053700007316250256
leyti-ndiaye,84.0,18,Leyti N'Diaye,1.0,Olympique Marseille,19.08.1985,26,1,14,2,,63,France,3,23,188.0,145.01469726793528,0.1017996849859919,0.004183548698054462,0.02091774349027231,0.8951109752985424,0.10223070962028118,0.0042012620391896375,0.02100631019594819,0.8989009170928559
liam-ridgewell,64.0,58,Liam Ridgewell,0.0,West Bromwich Albion,21.07.1984,125,0,105,20,Center Back,345,England,2,115,177.0,120.6117054751416,0.07036232375764993,0.0,0.0010500739834073273,0.1032357852457541,0.08347637658818342,0.0,0.0011457178787620413,0.11934405177950988
liassine-cadamuro,81.0,15,Liassine Cadamuro,0.375,Real Sociedad,05.03.1988,17,0,16,0,Center Back,44,Spain,0,11,188.0,15.0,0.12446492656400611,0.0,0.0,0.12446492656400611,0.2476370825719268,0.0,0.0,0.2476370825719268
lionel-cappone,74.0,1,Lionel Cappone,0.25,Stade Brest,08.02.1979,16,0,15,0,Goalkeeper,45,France,2,14,182.0,63.6117054751416,0.011540823994633,0.0,0.006732147330202582,0.2222964369215855,0.011589688383971414,0.0,0.0067606515573166584,0.22323765044735538
lionel-messi,67.0,41,Lionel Messi,0.0,FC Barcelona,24.06.1987,64,0,96,387,Right Winger,498,Spain,1,338,169.0,72.3058527375708,,,,,,,,
lisandro-lopez,72.0,33,Lisandro López,0.125,Olympique Lyon,02.03.1983,73,0,79,152,Center Forward,324,France,1,172,175.0,64.3058527375708,0.03231368582628968,0.0,0.0006199702765752565,0.0517223840064257,0.0476943797396413,0.0,0.0010342939708986648,0.08007383447995224
lkay-guendogan,79.0,12,İlkay Gündoğan,0.25,Borussia Dortmund,24.10.1990,44,0,30,31,Attacking Midfielder,168,Germany,0,94,180.0,12.0,0.02144995687571238,0.0,0.0,0.02144995687571238,0.02346991536107059,0.0,0.0,0.02346991536107059
llorente,94.0,21, Llorente,0.0,Athletic Bilbao,26.02.1985,137,0,81,131,Center Forward,379,Spain,0,161,195.0,21.0,0.03237095211827527,0.0019547222457045677,0.000322206963577676,0.1071536298514795,0.046794459105524606,0.00310888823173946,0.000512454104132878,0.16573257793729917
llorente_3,72.0,38, Llorente,0.0,CA Osasuna,24.11.1979,82,3,46,56,Center Forward,205,Spain,1,77,185.0,168.59726990323946,0.03237095211827527,0.0019547222457045677,0.000322206963577676,0.1071536298514795,0.046794459105524606,0.00310888823173946,0.000512454104132878,0.16573257793729917
loic-abenzoar,76.03452685421995,2,Loïc Abenzoar,0.75,Olympique Lyon,14.02.1989,9,0,3,0,Right Fullback,12,France,0,0,182.04424778761063,2.0,0.06693677916887139,0.0,0.0,0.06693677916887139,0.0672201926270342,0.0,0.0,0.0672201926270342
loic-remy,66.0,14,Loïc Rémy,0.625,Olympique Marseille,02.01.1987,82,0,73,89,Right Winger,259,France,3,104,184.0,107.9175582127124,0.025531414351582855,0.0,0.0025043764874353117,0.10393305586666755,0.032194695815673816,0.0,0.0025825340850977644,0.1130431275735016
lolo_3,72.0,32, Lolo,0.375,CA Osasuna,22.08.1984,66,1,38,9,Center Back,167,Spain,1,63,182.0,96.4029917927937,0.06285176254006683,0.010568388405347772,0.0021136776810695545,0.4788056653997209,0.09996259332203301,0.016808494615558396,0.0033616989231116793,0.7615165283571191
loris-karius,75.0,1,Loris Karius,0.0,1. FSV Mainz 05,22.06.1993,19,0,10,0,Goalkeeper,50,Germany,0,21,189.0,1.0,0.004429317929509487,0.0,0.0,0.004429317929509487,0.004420617005267119,0.0,0.0,0.004420617005267119
louis-saha,75.0,20,Louis Saha,1.0,Sunderland AFC,08.08.1978,124,0,116,122,Center Forward,441,England,1,201,184.0,51.3058527375708,0.02808585759122871,0.0,0.0036629459692990793,0.14275750469178422,0.04482832489113134,0.0,0.008230374991741308,0.30248723235757013
lucas-digne,74.0,9,Lucas Digne,0.0,Lille OSC,20.07.1993,22,0,17,4,,94,France,1,55,179.0,40.3058527375708,0.024594053735617,0.0,0.0034151417943301733,0.13150797982684068,0.036005147943189805,0.0,0.0034296016646446024,0.14337175260508134
lucas-leiva,74.0,49, Lucas Leiva,0.25,Liverpool FC,09.01.1987,68,2,60,11,Center Midfielder,287,England,2,159,179.0,177.80598358558737,,,,,,,,
lucas-mendes,81.0,15, Lucas Mendes,0.25,Olympique Marseille,03.07.1990,39,0,22,5,Left Fullback,98,France,1,37,183.0,46.3058527375708,0.062346072500358146,0.0,0.00218747644342717,0.1308268879051942,0.0984600790180467,0.0,0.0021967383211449086,0.16723084540278776
lucas-piazon,75.0,5, Lucas Piazon,0.25,Chelsea FC,20.01.1994,16,0,13,12,Left Winger,54,England,0,25,182.0,5.0,0.029535300094104412,0.0,0.0,0.029535300094104412,0.04029298683126875,0.0,0.0,0.04029298683126875
lucas-wilchez,72.0,21,Lucas Wilchez,0.375,Real Zaragoza,31.08.1983,47,1,32,10,Attacking Midfielder,144,Spain,2,65,177.0,116.70884453036449,0.05885762693009488,0.0005346820851021094,0.001203034691479746,0.11421610114070975,0.09339523159245579,0.0010873942811115583,0.002446637132501006,0.20597893309460816
lucena,81.0,5, Lucena,0.0,Granada CF,18.11.1982,16,0,10,1,Defensive Midfielder,43,Spain,0,17,186.0,5.0,0.045665875825576796,0.0,0.0,0.045665875825576796,0.07262929772154862,0.0,0.0,0.07262929772154862
luciano-monzon,78.0,21,Luciano Monzón,0.25,Olympique Lyon,13.04.1987,54,1,42,13,Left Fullback,160,France,1,64,178.0,85.40299179279369,0.050871954852580635,0.0019921660466926013,0.0014262124031539484,0.16145574698669374,0.07390762384419951,0.0020006009710426846,0.003066378066378067,0.23611737256056203
ludovic-giuly,62.0,45,Ludovic Giuly,0.25,FC Lorient,10.07.1976,158,0,151,133,Right Winger,603,France,3,294,164.0,138.91755821271238,0.023310273477375076,0.0,0.003087159762913511,0.11995644239249945,0.03569796891307708,0.0,0.0040716854065149305,0.16316555264314958
ludovic-obraniak,68.0,48,Ludovic Obraniak,0.25,Girondins Bordeaux,10.11.1984,118,0,117,48,Attacking Midfielder,379,France,4,144,171.0,173.2234109502832,0.049845087416735274,0.0,0.0059389299745046835,0.23576835461732404,0.07338657881102843,0.0,0.011089597811171319,0.42055589480644523
luis-suarez_5,81.0,84,Luis Suárez,0.125,Liverpool FC,24.01.1987,102,0,87,234,Right Winger,398,England,2,209,182.0,146.6117054751416,,,,,,,,
luiz-gustavo,80.0,63, Luiz Gustavo,0.75,Bayern München,23.07.1987,55,6,44,13,Defensive Midfielder,258,Germany,1,159,187.0,292.8886870689081,0.08117357253783104,0.002758201768361785,0.000813111503967925,0.19791730901010732,0.1052907252917085,0.0027527835741807368,0.0008115142328509687,0.22180513110337702
luka-modric,65.0,41,Luka Modrić,0.0,Real Madrid,09.09.1985,83,0,80,34,Attacking Midfielder,352,Spain,0,189,174.0,41.0,0.036717123070912516,0.0,0.0,0.036717123070912516,0.05566673089015636,0.0,0.0,0.05566673089015636
